Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03557,C00675,"P00156,P00336,P00108,P00089,P00060,P00219",18/09/2025,ST
INV03558,C00403,"P00244,P00454",22/01/2025,TKO
INV03559,C00389,"P00104,P00345,P00266,P00214,P00231",24/04/2025,CYB
INV03560,C00875,"P00325,P00216,P00304",26/05/2024,CYB
INV03561,C00831,"P00156,P00336,P00108,P00089,P00478,P00093",31/10/2024,CYB
INV03562,C00045,"P00503,P00291,P00146,P00487,P00371",15/09/2024,MK
INV03563,C00180,"P00102,P00136",26/07/2025,ST
INV03564,C00537,"P00373,P00353,P00422,P00266,P00012,P00398",01/05/2025,ST
INV03565,C00006,"P00098,P00547",21/02/2024,MK
INV03566,C01095,"P00132,P00284,P00160,P00136,P00289",27/03/2024,CYB
INV03567,C00109,"P00156,P00336,P00108,P00089,P00295,P00500",17/03/2025,TKO
INV03568,C00929,"P00156,P00336,P00108,P00089,P00127",03/06/2024,TKO
INV03569,C01082,"P00273,P00485",04/11/2025,TKO
INV03570,C00795,"P00156,P00336,P00108,P00089,P00029,P00096",22/02/2025,CYB
INV03571,C00789,"P00156,P00336,P00108,P00089,P00263",06/02/2025,CYB
INV03572,C00167,P00308,18/10/2024,TKO
INV03573,C00816,"P00373,P00353,P00422,P00266,P00544,P00454",01/02/2024,MK
INV03574,C01129,"P00019,P00502,P00525,P00385",16/02/2024,MK
INV03575,C00497,"P00311,P00106,P00213,P00227,P00110",30/07/2024,CYB
INV03576,C00107,"P00296,P00032,P00116,P00169,P00133",04/02/2024,MK
INV03577,C00802,"P00044,P00249,P00110,P00007,P00295",31/05/2024,CYB
INV03578,C00196,"P00299,P00197,P00237",05/12/2025,MK
INV03579,C00353,"P00194,P00175,P00358",16/01/2024,MK
INV03580,C00584,"P00156,P00336,P00108,P00089,P00544,P00450",22/04/2024,CYB
INV03581,C01262,"P00373,P00353,P00422,P00266,P00201,P00345",09/10/2024,CYB
INV03582,C00530,"P00415,P00468",02/03/2024,CYB
INV03583,C00683,P00186,19/05/2024,CYB
INV03584,C00033,"P00291,P00009,P00501,P00456",25/12/2025,MK
INV03585,C00152,"P00021,P00119,P00056,P00080,P00357",06/06/2024,CYB
INV03586,C00453,"P00156,P00336,P00108,P00089",21/02/2025,TKO
INV03587,C01061,"P00467,P00431,P00031,P00121",27/06/2024,MK
INV03588,C01301,"P00156,P00336,P00108,P00089,P00398",27/03/2025,TKO
INV03589,C00153,"P00373,P00353,P00422,P00266,P00535,P00236",02/01/2025,TKO
INV03590,C01433,"P00156,P00336,P00108,P00089,P00269,P00129",04/04/2025,TKO
INV03591,C01330,"P00373,P00353,P00422,P00266,P00062,P00147",30/09/2024,MK
INV03592,C00079,"P00047,P00515,P00211",25/10/2025,CYB
INV03593,C00129,"P00156,P00336,P00108,P00089,P00083",09/04/2024,MK
INV03594,C01278,"P00412,P00448,P00018,P00109",18/01/2024,TKO
INV03595,C00270,P00418,18/09/2025,CYB
INV03596,C01039,P00051,31/10/2025,CYB
INV03597,C00375,"P00156,P00336,P00108,P00089,P00032,P00502",19/05/2025,TKO
INV03598,C01200,"P00156,P00336,P00108,P00089,P00094,P00032",18/05/2024,CYB
INV03599,C00224,"P00391,P00020,P00500",19/03/2025,MK
INV03600,C00434,"P00156,P00336,P00108,P00089,P00340",24/10/2025,ST
INV03601,C00862,P00531,26/06/2024,ST
INV03602,C00599,"P00156,P00336,P00108,P00089,P00008",18/07/2024,MK
INV03603,C01285,"P00156,P00336,P00108,P00089,P00189,P00013",26/02/2025,TKO
INV03604,C00468,"P00373,P00353,P00422,P00266,P00006,P00526",03/10/2025,CYB
INV03605,C01272,P00206,17/03/2025,ST
INV03606,C00550,"P00373,P00353,P00422,P00266",10/12/2025,CYB
INV03607,C00845,P00146,02/10/2025,TKO
INV03608,C00254,"P00373,P00353,P00422,P00266,P00230",30/06/2025,TKO
INV03609,C00940,"P00099,P00244,P00382,P00419",28/07/2024,CYB
INV03610,C00015,"P00422,P00179,P00391",15/07/2024,CYB
INV03611,C00439,"P00156,P00336,P00108,P00089,P00198,P00248",22/01/2025,MK
INV03612,C00025,"P00282,P00475,P00437",25/12/2025,CYB
INV03613,C00079,"P00178,P00163",29/06/2024,TKO
INV03614,C01246,"P00156,P00336,P00108,P00089",02/08/2024,MK
INV03615,C00126,"P00124,P00302,P00407,P00138",08/06/2025,MK
INV03616,C01281,P00104,16/08/2025,TKO
INV03617,C00799,"P00242,P00423,P00214,P00364",21/04/2024,CYB
INV03618,C01247,"P00156,P00336,P00108,P00089,P00280",26/01/2024,TKO
INV03619,C00556,P00004,20/06/2024,CYB
INV03620,C01124,"P00356,P00020,P00163,P00471",01/06/2025,MK
INV03621,C00779,"P00156,P00336,P00108,P00089,P00160,P00281",22/05/2025,CYB
INV03622,C00665,"P00133,P00517",25/01/2024,TKO
INV03623,C01332,P00543,23/04/2024,MK
INV03624,C01122,"P00374,P00469,P00144",12/12/2024,MK
INV03625,C01261,"P00060,P00536,P00508",05/06/2024,TKO
INV03626,C00887,"P00514,P00537",07/11/2024,MK
INV03627,C01249,"P00156,P00336,P00108,P00089,P00029",04/05/2024,CYB
INV03628,C00828,"P00329,P00375,P00428,P00333,P00087",04/01/2024,CYB
INV03629,C00690,"P00156,P00336,P00108,P00089",21/01/2025,TKO
INV03630,C01329,"P00277,P00053",19/11/2024,ST
INV03631,C00606,"P00469,P00369,P00178,P00439",16/11/2025,CYB
INV03632,C00922,"P00207,P00476,P00031",12/02/2025,TKO
INV03633,C00622,P00415,04/02/2025,CYB
INV03634,C01298,"P00156,P00336,P00108,P00089,P00214,P00204",22/07/2025,TKO
INV03635,C00917,"P00200,P00412,P00130,P00143",17/01/2024,TKO
INV03636,C00855,"P00373,P00353,P00422,P00266,P00023,P00140",23/11/2024,MK
INV03637,C01203,P00209,19/07/2024,TKO
INV03638,C01217,"P00373,P00353,P00422,P00266",26/05/2024,TKO
INV03639,C00732,"P00313,P00295",03/11/2024,MK
INV03640,C00867,"P00303,P00399,P00488,P00501",27/10/2024,TKO
INV03641,C00382,"P00522,P00096,P00497",10/01/2025,CYB
INV03642,C00440,"P00373,P00353,P00422,P00266,P00520,P00177",20/05/2025,CYB
INV03643,C00383,"P00333,P00403,P00507,P00003",19/07/2025,TKO
INV03644,C01180,"P00438,P00060,P00497,P00013",19/03/2024,TKO
INV03645,C01394,P00009,29/12/2025,CYB
INV03646,C00189,P00176,07/06/2025,CYB
INV03647,C00517,"P00364,P00007",05/06/2025,MK
INV03648,C00929,"P00409,P00286,P00455,P00504",12/08/2024,CYB
INV03649,C01216,"P00373,P00353,P00422,P00266,P00320",26/08/2025,ST
INV03650,C00251,"P00347,P00524,P00153,P00471,P00290",30/05/2024,MK
INV03651,C00368,"P00373,P00353,P00422,P00266,P00256,P00034",30/12/2025,TKO
INV03652,C01014,"P00126,P00139,P00458,P00240,P00300",04/11/2025,CYB
INV03653,C00501,"P00091,P00523",10/10/2024,CYB
INV03654,C00120,"P00118,P00272,P00091,P00450,P00486",18/03/2025,MK
INV03655,C00470,"P00495,P00309",26/01/2024,CYB
INV03656,C01398,"P00539,P00458,P00163",19/04/2025,ST
INV03657,C00372,"P00373,P00353,P00422,P00266,P00065,P00424",05/08/2024,MK
INV03658,C00839,"P00521,P00067,P00332,P00514,P00355",05/09/2024,TKO
INV03659,C01362,"P00138,P00438,P00331,P00292",29/02/2024,MK
INV03660,C00936,"P00373,P00353,P00422,P00266,P00204",17/03/2024,MK
INV03661,C00234,P00370,14/11/2024,MK
INV03662,C00439,"P00294,P00327,P00452",30/04/2024,TKO
INV03663,C00070,"P00173,P00161,P00237,P00151,P00110",18/05/2025,MK
INV03664,C00697,"P00161,P00305,P00094,P00373",02/10/2025,CYB
INV03665,C00564,"P00104,P00362,P00246,P00155,P00316",07/03/2025,TKO
INV03666,C00621,"P00140,P00244,P00046,P00150",21/12/2024,TKO
INV03667,C00062,"P00291,P00470,P00485",27/04/2024,ST
INV03668,C00240,"P00016,P00103,P00075",12/06/2025,CYB
INV03669,C00843,P00205,21/01/2024,ST
INV03670,C00675,"P00518,P00280,P00066,P00512",14/11/2024,CYB
INV03671,C01153,"P00220,P00277,P00470,P00443,P00174",28/10/2025,TKO
INV03672,C00608,"P00532,P00280,P00103",28/05/2024,MK
INV03673,C01228,"P00342,P00456,P00361,P00475,P00426",31/07/2025,ST
INV03674,C00460,"P00373,P00353,P00422,P00266,P00017,P00177",07/03/2025,TKO
INV03675,C00170,"P00141,P00497,P00113,P00005",21/03/2024,ST
INV03676,C00192,"P00156,P00336,P00108,P00089",17/01/2024,CYB
INV03677,C00420,"P00373,P00353,P00422,P00266,P00374,P00112",01/06/2024,TKO
INV03678,C00272,"P00081,P00258,P00252",06/04/2025,MK
INV03679,C00305,"P00148,P00221,P00176",06/03/2024,CYB
INV03680,C00862,"P00176,P00244,P00013,P00217",13/11/2024,CYB
INV03681,C01307,"P00373,P00353,P00422,P00266,P00263",28/05/2025,CYB
INV03682,C00790,"P00226,P00454",17/03/2024,CYB
INV03683,C00764,P00051,29/05/2025,ST
INV03684,C01306,P00521,05/11/2025,CYB
INV03685,C00811,"P00364,P00015",23/04/2025,ST
INV03686,C01023,"P00183,P00210",10/07/2025,CYB
INV03687,C00103,P00519,15/02/2024,TKO
INV03688,C00313,P00520,22/07/2024,TKO
INV03689,C00845,"P00156,P00336,P00108,P00089,P00254",03/05/2024,MK
INV03690,C00794,P00186,23/10/2024,MK
INV03691,C00623,"P00156,P00336,P00108,P00089",26/02/2024,MK
INV03692,C00905,"P00158,P00530",17/01/2025,CYB
INV03693,C00532,P00352,23/01/2024,MK
INV03694,C00094,"P00081,P00208,P00098,P00455",18/12/2025,MK
INV03695,C00533,"P00373,P00353,P00422,P00266,P00157,P00317",06/04/2025,ST
INV03696,C00574,"P00373,P00353,P00422,P00266,P00476",07/09/2025,MK
INV03697,C00791,P00272,28/06/2025,TKO
INV03698,C00104,"P00156,P00336,P00108,P00089,P00381,P00264",12/06/2024,CYB
INV03699,C01092,P00069,15/09/2024,TKO
INV03700,C00090,P00258,08/10/2025,ST
INV03701,C00787,"P00276,P00169,P00430,P00470",31/12/2024,CYB
INV03702,C01044,"P00383,P00072,P00535",21/02/2024,CYB
INV03703,C00169,"P00223,P00260,P00400,P00100",27/02/2024,MK
INV03704,C00295,"P00315,P00521,P00297",18/02/2024,TKO
INV03705,C00996,"P00156,P00336,P00108,P00089,P00506",06/07/2025,MK
INV03706,C00004,"P00114,P00372,P00225",01/03/2024,MK
INV03707,C01303,"P00238,P00039",03/01/2024,MK
INV03708,C00047,"P00390,P00410,P00165",14/03/2024,MK
INV03709,C00563,"P00047,P00509",10/12/2025,MK
INV03710,C00002,"P00171,P00236",14/06/2024,MK
INV03711,C00929,P00311,09/04/2024,CYB
INV03712,C00262,P00530,15/12/2025,CYB
INV03713,C00762,"P00020,P00146,P00165",14/05/2024,CYB
INV03714,C01222,"P00463,P00539,P00511,P00366",20/07/2024,TKO
INV03715,C00408,"P00373,P00353,P00422,P00266",15/02/2025,MK
INV03716,C01275,P00301,05/10/2025,TKO
INV03717,C00021,"P00373,P00353,P00422,P00266,P00021,P00396",31/05/2024,CYB
INV03718,C00373,"P00373,P00353,P00422,P00266",26/05/2024,TKO
INV03719,C01083,"P00357,P00516",09/02/2025,TKO
INV03720,C01047,"P00066,P00423,P00071,P00046,P00006",05/02/2025,MK
INV03721,C00884,"P00084,P00255,P00176",04/12/2025,MK
INV03722,C00066,"P00409,P00175,P00322,P00244,P00393",29/02/2024,TKO
INV03723,C00827,"P00316,P00459",29/04/2024,ST
INV03724,C00727,"P00373,P00353,P00422,P00266",29/01/2025,MK
INV03725,C00846,"P00156,P00336,P00108,P00089",02/12/2025,MK
INV03726,C01284,"P00373,P00353,P00422,P00266,P00153",08/07/2024,TKO
INV03727,C01276,"P00014,P00223,P00541",19/04/2025,MK
INV03728,C00560,P00487,29/08/2024,MK
INV03729,C01441,"P00156,P00336,P00108,P00089,P00462",17/03/2025,TKO
INV03730,C01439,"P00156,P00336,P00108,P00089",26/11/2025,TKO
INV03731,C01161,"P00156,P00336,P00108,P00089,P00083,P00038",30/03/2024,MK
INV03732,C00639,"P00056,P00482",24/08/2024,ST
INV03733,C00788,"P00152,P00533",24/02/2025,ST
INV03734,C01258,"P00156,P00336,P00108,P00089",28/04/2024,ST
INV03735,C00737,"P00369,P00011,P00014",30/04/2025,TKO
INV03736,C00744,"P00373,P00353,P00422,P00266,P00249",28/12/2025,MK
INV03737,C00406,P00234,23/05/2024,CYB
INV03738,C00318,"P00338,P00525,P00185,P00236",03/09/2025,TKO
INV03739,C01320,"P00388,P00241,P00072,P00015",26/05/2024,CYB
INV03740,C01438,P00149,06/05/2025,TKO
INV03741,C01259,"P00418,P00059,P00032,P00369",06/07/2025,TKO
INV03742,C00171,"P00035,P00462,P00530",20/06/2025,TKO
INV03743,C00739,"P00370,P00289",20/02/2025,ST
INV03744,C00083,P00433,24/11/2025,MK
INV03745,C00834,"P00156,P00336,P00108,P00089,P00215",07/10/2024,CYB
INV03746,C00314,"P00083,P00104,P00237",02/11/2025,MK
INV03747,C00689,"P00156,P00336,P00108,P00089",31/12/2025,CYB
INV03748,C01431,"P00231,P00330",28/07/2025,TKO
INV03749,C00907,"P00370,P00135,P00345,P00154,P00429",01/11/2024,ST
INV03750,C00027,"P00070,P00352",14/08/2025,TKO
INV03751,C00003,"P00373,P00353,P00422,P00266",27/06/2025,CYB
INV03752,C00865,P00033,24/07/2025,MK
INV03753,C00544,"P00493,P00512",15/01/2025,MK
INV03754,C00349,"P00276,P00332",05/02/2025,MK
INV03755,C00232,"P00341,P00082",18/09/2024,TKO
INV03756,C00757,"P00373,P00353,P00422,P00266,P00543,P00472",30/01/2025,TKO
INV03757,C00166,"P00178,P00528",15/04/2025,MK
INV03758,C01163,"P00104,P00151,P00227,P00411",23/08/2024,TKO
INV03759,C00780,"P00341,P00324,P00495,P00459,P00035",05/05/2024,CYB
INV03760,C00509,P00007,14/08/2025,ST
INV03761,C00955,"P00365,P00437",21/09/2025,TKO
INV03762,C00308,P00395,18/08/2024,MK
INV03763,C01336,"P00016,P00179,P00323,P00480,P00142",04/06/2025,TKO
INV03764,C01074,"P00131,P00091,P00238,P00051",13/02/2024,TKO
INV03765,C00613,"P00404,P00286,P00079,P00479",17/02/2024,TKO
INV03766,C01073,"P00427,P00407,P00467",09/07/2025,MK
INV03767,C00398,"P00138,P00407,P00018,P00054",08/09/2024,ST
INV03768,C01409,"P00156,P00336,P00108,P00089,P00194,P00254",20/03/2024,MK
INV03769,C00842,"P00113,P00307,P00140,P00267,P00518",02/12/2025,TKO
INV03770,C01032,"P00156,P00336,P00108,P00089,P00523,P00019",16/05/2025,ST
INV03771,C01187,"P00373,P00353,P00422,P00266",06/09/2024,MK
INV03772,C00216,"P00332,P00130,P00447,P00455",17/01/2025,MK
INV03773,C00660,"P00399,P00295,P00525,P00278",29/03/2025,TKO
INV03774,C00444,P00481,29/06/2024,MK
INV03775,C00125,"P00475,P00385",25/09/2024,TKO
INV03776,C00213,"P00054,P00259,P00334,P00392,P00288",08/05/2024,MK
INV03777,C00794,"P00156,P00336,P00108,P00089,P00172,P00085",19/04/2025,MK
INV03778,C01109,"P00156,P00336,P00108,P00089,P00408",29/10/2024,TKO
INV03779,C01081,"P00172,P00268",22/10/2024,TKO
INV03780,C00946,"P00373,P00353,P00422,P00266,P00133",11/01/2025,MK
INV03781,C01314,"P00156,P00336,P00108,P00089,P00494,P00179",23/05/2024,MK
INV03782,C00369,"P00368,P00517,P00172,P00035,P00057",10/01/2024,ST
INV03783,C00323,"P00144,P00466,P00245,P00014",31/12/2024,MK
INV03784,C01030,P00416,14/08/2025,MK
INV03785,C00963,"P00373,P00353,P00422,P00266,P00349",11/08/2025,MK
INV03786,C00289,"P00364,P00510,P00027",19/05/2025,ST
INV03787,C00348,P00480,28/11/2025,MK
INV03788,C00044,"P00003,P00169,P00499,P00242,P00467",31/01/2024,MK
INV03789,C00179,P00253,16/04/2025,CYB
INV03790,C00660,"P00518,P00284,P00102,P00119,P00082",13/03/2025,TKO
INV03791,C00234,P00147,18/04/2025,MK
INV03792,C00868,"P00218,P00074,P00359",13/05/2024,MK
INV03793,C00411,"P00156,P00336,P00108,P00089",10/11/2024,ST
INV03794,C00646,"P00281,P00508,P00300,P00098,P00332",08/12/2025,CYB
INV03795,C00701,"P00251,P00304,P00426,P00405,P00395",12/08/2024,ST
INV03796,C00200,"P00373,P00353,P00422,P00266",07/08/2025,TKO
INV03797,C00145,"P00156,P00336,P00108,P00089,P00473",19/12/2025,MK
INV03798,C00973,P00043,30/11/2024,TKO
INV03799,C00043,"P00373,P00353,P00422,P00266",31/07/2025,MK
INV03800,C00885,"P00156,P00336,P00108,P00089",26/03/2025,CYB
INV03801,C00606,"P00373,P00353,P00422,P00266,P00192",11/07/2024,MK
INV03802,C01165,"P00373,P00353,P00422,P00266,P00061",27/09/2024,ST
INV03803,C01353,"P00130,P00141,P00367,P00478,P00439",11/08/2025,MK
INV03804,C00847,"P00442,P00039,P00446,P00390",07/04/2025,MK
INV03805,C00862,"P00373,P00353,P00422,P00266",13/02/2025,CYB
INV03806,C00295,"P00433,P00442,P00526,P00180,P00219",18/10/2024,MK
INV03807,C00473,"P00318,P00033,P00490,P00075",10/05/2025,CYB
INV03808,C00445,"P00204,P00329,P00400,P00248",11/06/2024,MK
INV03809,C00669,"P00419,P00346,P00480",05/06/2024,CYB
INV03810,C00342,"P00474,P00193,P00012,P00025,P00314",30/12/2024,TKO
INV03811,C00716,"P00342,P00150,P00121,P00020,P00053",01/01/2024,CYB
INV03812,C00738,P00012,25/06/2024,TKO
INV03813,C00175,P00364,06/10/2025,CYB
INV03814,C00868,"P00024,P00028,P00186",21/01/2024,CYB
INV03815,C00962,P00022,04/09/2024,MK
INV03816,C00105,"P00203,P00328,P00123,P00065,P00496",20/01/2024,TKO
INV03817,C01381,"P00247,P00291",14/05/2024,TKO
INV03818,C00986,"P00024,P00540,P00511,P00196",06/01/2024,MK
INV03819,C01357,"P00156,P00336,P00108,P00089",22/11/2024,TKO
INV03820,C00978,"P00373,P00353,P00422,P00266",01/05/2025,TKO
INV03821,C00599,"P00307,P00543,P00291,P00395,P00165",15/05/2024,CYB
INV03822,C00791,"P00095,P00503,P00227,P00546",29/11/2024,CYB
INV03823,C00605,"P00373,P00353,P00422,P00266",11/06/2025,TKO
INV03824,C01105,"P00361,P00036",18/11/2024,MK
INV03825,C01207,"P00511,P00105",16/05/2025,MK
INV03826,C00673,"P00509,P00026",08/05/2025,CYB
INV03827,C00516,"P00418,P00068,P00488,P00188",26/01/2024,MK
INV03828,C00796,"P00501,P00186,P00347,P00267",24/09/2025,MK
INV03829,C00920,P00271,04/07/2024,CYB
INV03830,C00695,"P00207,P00320,P00070,P00118",13/11/2025,TKO
INV03831,C01383,"P00156,P00336,P00108,P00089,P00326",02/05/2024,CYB
INV03832,C00668,"P00373,P00353,P00422,P00266,P00329",23/05/2025,MK
INV03833,C00148,"P00463,P00284,P00358,P00471",27/07/2025,CYB
INV03834,C00209,"P00156,P00336,P00108,P00089",17/07/2024,ST
INV03835,C00683,"P00095,P00034",09/09/2025,CYB
INV03836,C00554,"P00132,P00444,P00288,P00207",11/07/2025,TKO
INV03837,C00466,"P00156,P00336,P00108,P00089,P00254,P00123",15/01/2025,CYB
INV03838,C00851,"P00532,P00543",21/02/2025,TKO
INV03839,C00421,"P00243,P00501",12/03/2025,CYB
INV03840,C00696,"P00205,P00121,P00433,P00276,P00289",27/12/2025,CYB
INV03841,C00978,"P00304,P00384,P00343,P00473,P00522",27/08/2024,MK
INV03842,C00097,"P00317,P00129",10/03/2024,ST
INV03843,C01420,P00317,31/08/2025,TKO
INV03844,C00473,"P00274,P00113,P00523",10/01/2024,CYB
INV03845,C00197,"P00156,P00336,P00108,P00089",14/07/2024,CYB
INV03846,C01149,"P00439,P00015,P00345",19/04/2024,CYB
INV03847,C00741,"P00202,P00310,P00416,P00222,P00145",19/08/2024,TKO
INV03848,C00307,"P00156,P00336,P00108,P00089,P00221",08/07/2025,ST
INV03849,C00130,"P00476,P00240,P00058,P00395",11/01/2024,ST
INV03850,C00739,"P00156,P00336,P00108,P00089,P00545",20/10/2025,TKO
INV03851,C00787,"P00111,P00542,P00339",25/04/2025,CYB
INV03852,C00756,"P00373,P00353,P00422,P00266,P00506",22/03/2025,TKO
INV03853,C00143,"P00188,P00094",04/10/2025,CYB
INV03854,C00314,P00533,02/07/2025,MK
INV03855,C00052,"P00114,P00358",16/01/2024,TKO
INV03856,C00277,"P00373,P00353,P00422,P00266,P00318,P00253",31/05/2024,ST
INV03857,C00124,"P00156,P00336,P00108,P00089",19/02/2024,CYB
INV03858,C00812,"P00156,P00336,P00108,P00089",03/02/2024,TKO
INV03859,C01283,"P00183,P00352,P00390,P00423",14/10/2024,MK
INV03860,C00647,"P00156,P00336,P00108,P00089,P00544",16/02/2025,TKO
INV03861,C00148,"P00156,P00336,P00108,P00089,P00356",26/09/2024,MK
INV03862,C00107,"P00040,P00428,P00337,P00297",25/03/2024,TKO
INV03863,C00570,"P00150,P00100,P00069,P00095,P00514",04/04/2024,CYB
INV03864,C00623,"P00420,P00050",05/08/2025,CYB
INV03865,C01069,"P00100,P00083",11/07/2024,ST
INV03866,C01316,"P00373,P00353,P00422,P00266,P00435,P00430",03/10/2025,MK
INV03867,C00374,P00152,04/11/2025,MK
INV03868,C00756,"P00108,P00072",12/01/2024,CYB
INV03869,C00879,"P00499,P00066,P00123,P00365,P00232",06/02/2025,TKO
INV03870,C01017,"P00156,P00336,P00108,P00089",29/11/2024,TKO
INV03871,C00380,P00280,18/07/2024,CYB
INV03872,C00097,"P00023,P00516,P00010,P00277,P00384",15/01/2025,ST
INV03873,C00258,"P00369,P00367,P00446,P00214",24/01/2024,ST
INV03874,C00678,"P00482,P00315,P00484,P00252,P00526",12/06/2025,MK
INV03875,C01119,"P00087,P00488,P00402,P00076,P00331",15/04/2025,MK
INV03876,C00255,"P00466,P00081,P00300,P00297,P00287",24/08/2025,CYB
INV03877,C01063,"P00419,P00147,P00145,P00396",05/05/2024,TKO
INV03878,C00608,"P00156,P00336,P00108,P00089",07/04/2024,TKO
INV03879,C01357,"P00335,P00030,P00515",29/07/2024,ST
INV03880,C00600,"P00156,P00336,P00108,P00089,P00268",10/02/2024,CYB
INV03881,C00372,"P00277,P00374,P00413",20/09/2024,TKO
INV03882,C01331,"P00526,P00034,P00306,P00353,P00222",28/03/2024,CYB
INV03883,C00662,"P00177,P00133",24/01/2025,TKO
INV03884,C00157,"P00039,P00170,P00428",22/06/2025,ST
INV03885,C01048,"P00008,P00292,P00122,P00316",27/12/2024,TKO
INV03886,C01116,"P00156,P00336,P00108,P00089,P00357",29/04/2025,ST
INV03887,C01108,"P00467,P00153,P00034",24/09/2024,TKO
INV03888,C00102,"P00276,P00536,P00469,P00213,P00474",16/05/2024,MK
INV03889,C00306,"P00106,P00305,P00316",21/03/2024,MK
INV03890,C00750,"P00373,P00353,P00422,P00266,P00449,P00454",21/04/2024,CYB
INV03891,C01173,"P00398,P00090,P00194,P00324,P00403",12/02/2025,ST
INV03892,C01160,"P00156,P00336,P00108,P00089",13/01/2024,CYB
INV03893,C01341,P00501,17/04/2025,ST
INV03894,C00897,"P00373,P00353,P00422,P00266,P00405",25/08/2025,CYB
INV03895,C01232,"P00373,P00353,P00422,P00266,P00146",11/03/2025,TKO
INV03896,C00591,"P00444,P00156",21/07/2024,ST
INV03897,C00043,"P00156,P00336,P00108,P00089",09/12/2024,MK
INV03898,C01270,"P00139,P00460",21/12/2025,MK
INV03899,C00197,"P00393,P00344,P00518",03/07/2025,TKO
INV03900,C00454,"P00446,P00055",21/01/2024,TKO
INV03901,C00464,"P00373,P00353,P00422,P00266",17/09/2025,MK
INV03902,C00098,"P00394,P00266,P00174",07/07/2024,CYB
INV03903,C00143,"P00373,P00353,P00422,P00266",16/10/2024,TKO
INV03904,C00630,"P00126,P00183,P00425,P00131",09/06/2024,ST
INV03905,C00771,"P00507,P00485,P00188,P00488,P00433",13/05/2024,CYB
INV03906,C00608,"P00347,P00247,P00500,P00463",27/12/2025,CYB
INV03907,C00614,"P00192,P00513,P00499,P00306,P00059",29/07/2025,ST
INV03908,C01063,"P00238,P00368,P00477,P00449",06/08/2025,ST
INV03909,C00661,"P00433,P00104,P00522,P00340",22/01/2024,MK
INV03910,C01159,"P00313,P00482,P00436",24/11/2024,MK
INV03911,C00790,"P00173,P00321,P00006,P00122",11/11/2024,MK
INV03912,C00181,"P00373,P00353,P00422,P00266,P00003",14/06/2025,MK
INV03913,C00011,P00187,12/09/2024,CYB
INV03914,C00182,"P00249,P00219,P00401,P00036,P00264",08/10/2024,ST
INV03915,C00560,"P00156,P00336,P00108,P00089,P00454",08/01/2024,CYB
INV03916,C00386,"P00156,P00336,P00108,P00089",02/06/2024,ST
INV03917,C00224,"P00445,P00296,P00115,P00261,P00532",23/03/2025,CYB
INV03918,C00983,"P00156,P00336,P00108,P00089,P00279,P00125",17/03/2025,MK
INV03919,C00066,"P00084,P00026,P00276,P00043",12/02/2025,CYB
INV03920,C01405,P00147,13/08/2025,TKO
INV03921,C00398,"P00028,P00419",22/01/2024,TKO
INV03922,C01443,"P00156,P00336,P00108,P00089,P00465,P00359",16/12/2024,ST
INV03923,C00368,"P00373,P00353,P00422,P00266,P00052,P00398",10/10/2024,CYB
INV03924,C01090,"P00460,P00316,P00179,P00201,P00429",06/02/2025,CYB
INV03925,C00671,"P00205,P00118,P00184",13/02/2024,CYB
INV03926,C00475,P00398,01/01/2025,MK
INV03927,C01412,"P00373,P00353,P00422,P00266,P00459",28/06/2025,TKO
INV03928,C00174,"P00130,P00480,P00384",26/01/2024,MK
INV03929,C00726,"P00316,P00246,P00090,P00541",17/02/2025,TKO
INV03930,C00174,"P00390,P00232,P00412,P00266",28/06/2024,MK
INV03931,C00823,"P00065,P00124,P00394",15/08/2024,MK
INV03932,C01142,"P00156,P00334,P00205,P00063,P00223",16/03/2024,CYB
INV03933,C00993,"P00325,P00083,P00132",11/06/2024,TKO
INV03934,C00587,"P00480,P00135,P00221,P00252",27/12/2025,MK
INV03935,C00472,"P00373,P00353,P00422,P00266,P00309",05/09/2025,TKO
INV03936,C01229,P00124,08/07/2024,CYB
INV03937,C00067,"P00373,P00353,P00422,P00266,P00223,P00416",03/02/2025,MK
INV03938,C00007,"P00045,P00343,P00295",25/02/2024,TKO
INV03939,C01262,"P00539,P00423,P00288",19/03/2024,TKO
INV03940,C00857,"P00538,P00161",08/05/2024,CYB
INV03941,C01294,"P00450,P00127,P00124",28/08/2025,MK
INV03942,C01377,"P00147,P00191,P00167,P00255",29/12/2025,TKO
INV03943,C01278,"P00373,P00353,P00422,P00266,P00457,P00377",17/01/2024,TKO
INV03944,C00679,"P00373,P00353,P00422,P00266",15/11/2024,CYB
INV03945,C00525,"P00126,P00188",27/03/2025,CYB
INV03946,C00889,"P00528,P00164,P00394,P00013,P00279",05/07/2025,CYB
INV03947,C00881,"P00122,P00472,P00034,P00111",15/09/2025,TKO
INV03948,C00080,"P00156,P00336,P00108,P00089,P00412,P00165",07/12/2025,TKO
INV03949,C01135,"P00278,P00540,P00075,P00003,P00289",15/11/2025,TKO
INV03950,C01104,"P00156,P00336,P00108,P00089,P00302,P00308",04/07/2025,MK
INV03951,C00667,"P00373,P00353,P00422,P00266,P00118",30/04/2024,CYB
INV03952,C00090,"P00373,P00353,P00422,P00266",08/09/2025,MK
INV03953,C00141,"P00102,P00472,P00510,P00085,P00145",20/01/2025,MK
INV03954,C00541,"P00501,P00484,P00236,P00391,P00004",23/03/2024,CYB
